anzsco_code,occupation_title,national_shortage_rating,nsw_rating,vic_rating,qld_rating,sa_rating,wa_rating,tas_rating,nt_rating,act_rating,skill_level,major_occupation_group,classification_system,major_group_code,major_group_label
399999,Technicians And Trades Workers NEC,No Shortage,Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,Shortage,No Shortage,3,3,OSCA_2024,3,Technicians and Trades Workers
411131,Child Protection Practitioner,No Shortage,No Shortage,Regional Shortage,No Shortage,No Shortage,No Shortage,No Shortage,Shortage,No Shortage,2,4,OSCA_2024,4,Community and Personal Service Workers
411132,Family Violence Practitioner,No Shortage,No Shortage,Regional Shortage,No Shortage,No Shortage,No Shortage,No Shortage,Shortage,No Shortage,2,4,OSCA_2024,4,Community and Personal Service Workers
411231,Community Development Officer,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,Shortage,No Shortage,Shortage,No Shortage,2,4,OSCA_2024,4,Community and Personal Service Workers
411232,Community Support Worker,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,Shortage,No Shortage,Shortage,No Shortage,2,4,OSCA_2024,4,Community and Personal Service Workers
411331,Diversional Therapist,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,2,4,OSCA_2024,4,Community and Personal Service Workers
411332,Lifestyle Coordinator,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,3,4,OSCA_2024,4,Community and Personal Service Workers
411333,Lifestyle Officer,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,3,4,OSCA_2024,4,Community and Personal Service Workers
411431,Employment Consultant,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,3,4,OSCA_2024,4,Community and Personal Service Workers
411531,Interpreter,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,2,4,OSCA_2024,4,Community and Personal Service Workers
411532,Translator,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,2,4,OSCA_2024,4,Community and Personal Service Workers
411631,Community Corrections Officer,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,2,4,OSCA_2024,4,Community and Personal Service Workers
411632,Family Support Worker,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,2,4,OSCA_2024,4,Community and Personal Service Workers
411633,Financial Counsellor (Community),No Shortage,No Shortage,Regional Shortage,No Shortage,No Shortage,No Shortage,No Shortage,Shortage,No Shortage,2,4,OSCA_2024,4,Community and Personal Service Workers
411634,Housing Officer,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,Shortage,No Shortage,Shortage,No Shortage,2,4,OSCA_2024,4,Community and Personal Service Workers
411635,Refuge Worker,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,3,4,OSCA_2024,4,Community and Personal Service Workers
411636,Welfare Worker,No Shortage,No Shortage,Regional Shortage,No Shortage,No Shortage,No Shortage,No Shortage,Shortage,No Shortage,2,4,OSCA_2024,4,Community and Personal Service Workers
411731,Residential Youth Worker,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,2,4,OSCA_2024,4,Community and Personal Service Workers
411732,Youth Justice Worker,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,Shortage,No Shortage,Shortage,No Shortage,2,4,OSCA_2024,4,Community and Personal Service Workers
411733,Youth Worker,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,Shortage,No Shortage,Shortage,No Shortage,2,4,OSCA_2024,4,Community and Personal Service Workers
411931,Recreation Officer,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,3,4,OSCA_2024,4,Community and Personal Service Workers
411932,Sports Development Officer,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,2,4,OSCA_2024,4,Community and Personal Service Workers
411933,Volunteer Coordinator,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,Shortage,No Shortage,Shortage,No Shortage,3,4,OSCA_2024,4,Community and Personal Service Workers
421131,Aged Care Coordinator,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,Shortage,No Shortage,Shortage,No Shortage,3,4,OSCA_2024,4,Community and Personal Service Workers
421132,Aged Care Team Leader,Shortage,Shortage,Shortage,Shortage,Shortage,Shortage,Shortage,Shortage,Shortage,3,4,OSCA_2024,4,Community and Personal Service Workers
421231,Community Aged Care Support Worker,Shortage,Shortage,Shortage,Shortage,Shortage,Shortage,Shortage,Shortage,Shortage,4,4,OSCA_2024,4,Community and Personal Service Workers
421331,Residential Aged Care Worker,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,Shortage,No Shortage,Shortage,No Shortage,4,4,OSCA_2024,4,Community and Personal Service Workers
422131,Disability Services Officer,No Shortage,Regional Shortage,No Shortage,No Shortage,No Shortage,Shortage,No Shortage,Shortage,No Shortage,2,4,OSCA_2024,4,Community and Personal Service Workers
422132,Residential Care Officer,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,Shortage,No Shortage,Shortage,No Shortage,2,4,OSCA_2024,4,Community and Personal Service Workers
422231,Disability Support Worker,Shortage,Shortage,Shortage,Shortage,Shortage,Shortage,Shortage,Shortage,Shortage,4,4,OSCA_2024,4,Community and Personal Service Workers
422232,Disability Team Leader,Shortage,Shortage,Shortage,Shortage,Shortage,Shortage,Shortage,Shortage,Shortage,3,4,OSCA_2024,4,Community and Personal Service Workers
431131,Early Childhood Education Room Leader,Shortage,Shortage,Shortage,Shortage,Shortage,Shortage,Shortage,Shortage,Shortage,2,4,OSCA_2024,4,Community and Personal Service Workers
431132,Early Childhood Educator,Shortage,Shortage,Shortage,Shortage,Shortage,Shortage,Shortage,Shortage,Shortage,3,4,OSCA_2024,4,Community and Personal Service Workers
431231,Family Day Care Coordinator,No Shortage,Regional Shortage,No Shortage,No Shortage,No Shortage,Shortage,No Shortage,Shortage,No Shortage,2,4,OSCA_2024,4,Community and Personal Service Workers
431232,Family Day Care Educator,No Shortage,Regional Shortage,No Shortage,No Shortage,Regional Shortage,No Shortage,No Shortage,No Shortage,Shortage,3,4,OSCA_2024,4,Community and Personal Service Workers
431331,Nanny,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,4,4,OSCA_2024,4,Community and Personal Service Workers
431431,Out Of School Hours Care Educator,Regional Shortage,Regional Shortage,Regional Shortage,Regional Shortage,Regional Shortage,Regional Shortage,Regional Shortage,Regional Shortage,Shortage,3,4,OSCA_2024,4,Community and Personal Service Workers
432131,Inclusion Support Assistant,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,3,4,OSCA_2024,4,Community and Personal Service Workers
432231,Teaching Assistant,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,3,4,OSCA_2024,4,Community and Personal Service Workers
432931,Aboriginal And Torres Strait Islander Education Officer,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,3,4,OSCA_2024,4,Community and Personal Service Workers
432932,Boarding Supervisor,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,4,4,OSCA_2024,4,Community and Personal Service Workers
441131,Enrolled Nurse,Regional Shortage,Regional Shortage,Regional Shortage,Regional Shortage,Regional Shortage,Regional Shortage,Regional Shortage,Regional Shortage,Shortage,2,4,OSCA_2024,4,Community and Personal Service Workers
441231,Massage Therapist,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,3,4,OSCA_2024,4,Community and Personal Service Workers
441232,Myotherapist,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,2,4,OSCA_2024,4,Community and Personal Service Workers
441233,Remedial Massage Therapist,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,2,4,OSCA_2024,4,Community and Personal Service Workers
441331,Mental Health Worker,No Shortage,No Shortage,Regional Shortage,No Shortage,No Shortage,No Shortage,No Shortage,Shortage,No Shortage,2,4,OSCA_2024,4,Community and Personal Service Workers
441931,Aboriginal And Torres Strait Islander Health Practitioner,Shortage,Shortage,Shortage,Shortage,Shortage,Shortage,Shortage,Shortage,Shortage,3,4,OSCA_2024,4,Community and Personal Service Workers
441932,Aboriginal And Torres Strait Islander Health Worker,Shortage,Shortage,Shortage,Shortage,Shortage,Shortage,Shortage,Shortage,Shortage,4,4,OSCA_2024,4,Community and Personal Service Workers
441933,Audiometrist,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,2,4,OSCA_2024,4,Community and Personal Service Workers
442131,Allied Health Assistant,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,3,4,OSCA_2024,4,Community and Personal Service Workers
442231,Assistant In Nursing,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,4,4,OSCA_2024,4,Community and Personal Service Workers
442331,Dental Assistant,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,4,4,OSCA_2024,4,Community and Personal Service Workers
442431,Optical Dispenser,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,3,4,OSCA_2024,4,Community and Personal Service Workers
442531,Patient Care Assistant,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,Shortage,No Shortage,Shortage,No Shortage,4,4,OSCA_2024,4,Community and Personal Service Workers
442532,Patient Services Assistant,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,4,4,OSCA_2024,4,Community and Personal Service Workers
442931,Patient Transport Officer,Shortage,Shortage,Shortage,Shortage,Shortage,Shortage,Shortage,Shortage,Shortage,4,4,OSCA_2024,4,Community and Personal Service Workers
442999,Patient And Health Care Assistants NEC,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,4,4,OSCA_2024,4,Community and Personal Service Workers
451231,Emergency Services Officer,No Shortage,Shortage,No Shortage,No Shortage,Shortage,No Shortage,No Shortage,No Shortage,No Shortage,3,4,OSCA_2024,4,Community and Personal Service Workers
451232,Firefighter,No Shortage,Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,3,4,OSCA_2024,4,Community and Personal Service Workers
451331,General Duties Police Officer,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,2,4,OSCA_2024,4,Community and Personal Service Workers
451931,Border Enforcement Operations Officer,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,2,4,OSCA_2024,4,Community and Personal Service Workers
452131,Correctional Officer,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,4,4,OSCA_2024,4,Community and Personal Service Workers
452231,"Alarm, Security Or Surveillance Monitor",No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,4,4,OSCA_2024,4,Community and Personal Service Workers
452232,Cash In Transit Officer,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,4,4,OSCA_2024,4,Community and Personal Service Workers
452233,Crowd Controller,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,4,4,OSCA_2024,4,Community and Personal Service Workers
452234,Private Investigator,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,4,4,OSCA_2024,4,Community and Personal Service Workers
452235,Protective Services Officer,No Shortage,Shortage,No Shortage,No Shortage,Shortage,No Shortage,No Shortage,Shortage,No Shortage,4,4,OSCA_2024,4,Community and Personal Service Workers
452236,Retail Loss Prevention Officer,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,4,4,OSCA_2024,4,Community and Personal Service Workers
452237,Security Consultant,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,3,4,OSCA_2024,4,Community and Personal Service Workers
452238,Security Officer,No Shortage,Shortage,No Shortage,No Shortage,Shortage,No Shortage,No Shortage,Shortage,No Shortage,4,4,OSCA_2024,4,Community and Personal Service Workers
452241,Security Screening Officer,No Shortage,Shortage,No Shortage,No Shortage,Shortage,No Shortage,No Shortage,Shortage,No Shortage,4,4,OSCA_2024,4,Community and Personal Service Workers
461131,Beauty Therapist,Shortage,Shortage,Shortage,Shortage,Shortage,Shortage,Shortage,Shortage,Shortage,3,4,OSCA_2024,4,Community and Personal Service Workers
461132,Dermal Therapist,Shortage,Shortage,Shortage,Shortage,Shortage,Shortage,Shortage,Shortage,Shortage,2,4,OSCA_2024,4,Community and Personal Service Workers
461231,Body Artist,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,4,4,OSCA_2024,4,Community and Personal Service Workers
461232,Make-Up Artist,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,3,4,OSCA_2024,4,Community and Personal Service Workers
461331,Civil Celebrant,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,3,4,OSCA_2024,4,Community and Personal Service Workers
461332,Funeral Director,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,2,4,OSCA_2024,4,Community and Personal Service Workers
461333,Funeral Worker,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,4,4,OSCA_2024,4,Community and Personal Service Workers
461432,Domestic Animal Attendant,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,4,4,OSCA_2024,4,Community and Personal Service Workers
461433,Pet Groomer,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,4,4,OSCA_2024,4,Community and Personal Service Workers
461499,Domestic Animal Care Workers NEC,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,4,4,OSCA_2024,4,Community and Personal Service Workers
461531,Driving Instructor,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,3,4,OSCA_2024,4,Community and Personal Service Workers
461631,Gallery Or Museum Guide,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,4,4,OSCA_2024,4,Community and Personal Service Workers
461632,Tour Guide,Shortage,Shortage,Shortage,Shortage,Shortage,Shortage,Shortage,Shortage,Shortage,3,4,OSCA_2024,4,Community and Personal Service Workers
461633,Tourist Information Officer,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,4,4,OSCA_2024,4,Community and Personal Service Workers
461731,Flight Attendant,Regional Shortage,Regional Shortage,Regional Shortage,Regional Shortage,Regional Shortage,Regional Shortage,Regional Shortage,Regional Shortage,Shortage,3,4,OSCA_2024,4,Community and Personal Service Workers
461799,Travel Attendants NEC,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,4,4,OSCA_2024,4,Community and Personal Service Workers
461831,Travel Consultant,Shortage,Shortage,Shortage,Shortage,Shortage,Shortage,Shortage,Shortage,Shortage,3,4,OSCA_2024,4,Community and Personal Service Workers
461932,Fashion Stylist,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,4,4,OSCA_2024,4,Community and Personal Service Workers
461933,First Aid Trainer,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,3,4,OSCA_2024,4,Community and Personal Service Workers
461935,Natural Remedy Consultant,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,4,4,OSCA_2024,4,Community and Personal Service Workers
461936,Photographer's Assistant,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,4,4,OSCA_2024,4,Community and Personal Service Workers
461937,Religious Assistant,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,4,4,OSCA_2024,4,Community and Personal Service Workers
461941,Weight Loss Consultant,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,4,4,OSCA_2024,4,Community and Personal Service Workers
461999,Personal Service And Travel Workers NEC,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,4,4,OSCA_2024,4,Community and Personal Service Workers
462131,Fitness Instructor (General),No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,4,4,OSCA_2024,4,Community and Personal Service Workers
462231,Pilates Instructor,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,3,4,OSCA_2024,4,Community and Personal Service Workers
462232,Yoga Teacher,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,4,4,OSCA_2024,4,Community and Personal Service Workers
462331,Lifeguard,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,3,4,OSCA_2024,4,Community and Personal Service Workers
462399,Sport And Recreation Safety Patrollers NEC,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,3,4,OSCA_2024,4,Community and Personal Service Workers
462431,Basketball Coach,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,4,4,OSCA_2024,4,Community and Personal Service Workers
462432,Diving Instructor (Open Water),No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,3,4,OSCA_2024,4,Community and Personal Service Workers
462433,Football Coach,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,4,4,OSCA_2024,4,Community and Personal Service Workers
462434,Gymnastics Coach Or Instructor,Shortage,Shortage,Shortage,Shortage,Shortage,Shortage,Shortage,Shortage,Shortage,4,4,OSCA_2024,4,Community and Personal Service Workers
462435,Horse Riding Coach Or Instructor,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,3,4,OSCA_2024,4,Community and Personal Service Workers
462436,Martial Arts Instructor,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,4,4,OSCA_2024,4,Community and Personal Service Workers
462437,Netball Coach,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,4,4,OSCA_2024,4,Community and Personal Service Workers
462438,Outdoor Adventure Leader Or Guide,Shortage,Shortage,Shortage,Shortage,Shortage,Shortage,Shortage,No Shortage,Shortage,3,4,OSCA_2024,4,Community and Personal Service Workers
462441,Snowsport Instructor,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,3,4,OSCA_2024,4,Community and Personal Service Workers
462442,Swimming Instructor Or Coach,Shortage,Shortage,Shortage,Shortage,Shortage,Shortage,Shortage,Shortage,Shortage,4,4,OSCA_2024,4,Community and Personal Service Workers
462443,Tennis Coach,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,4,4,OSCA_2024,4,Community and Personal Service Workers
462499,Sports Coaches And Outdoor Adventure Guides NEC,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,4,4,OSCA_2024,4,Community and Personal Service Workers
462531,Dog And Horse Racing Official,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,3,4,OSCA_2024,4,Community and Personal Service Workers
462532,Sports Umpire,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,3,4,OSCA_2024,4,Community and Personal Service Workers
462599,Sports Officials And Umpires NEC,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,3,4,OSCA_2024,4,Community and Personal Service Workers
462633,Jockey,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,3,4,OSCA_2024,4,Community and Personal Service Workers
471131,Bar Attendant,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,Shortage,No Shortage,4,4,OSCA_2024,4,Community and Personal Service Workers
471231,Barista,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,4,4,OSCA_2024,4,Community and Personal Service Workers
471431,Gaming Attendant,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,4,4,OSCA_2024,4,Community and Personal Service Workers
471432,Gaming Dealer Or Croupier,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,4,4,OSCA_2024,4,Community and Personal Service Workers
471531,Bar Supervisor,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,Shortage,No Shortage,3,4,OSCA_2024,4,Community and Personal Service Workers
471532,Cafe Or Restaurant Supervisor,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,Shortage,No Shortage,3,4,OSCA_2024,4,Community and Personal Service Workers
471533,Front Office Supervisor (Accommodation),No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,Shortage,No Shortage,Shortage,No Shortage,3,4,OSCA_2024,4,Community and Personal Service Workers
471534,Gaming Supervisor,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,3,4,OSCA_2024,4,Community and Personal Service Workers
471535,Housekeeping Supervisor,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,Shortage,No Shortage,Shortage,No Shortage,3,4,OSCA_2024,4,Community and Personal Service Workers
471631,Sommelier,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,Shortage,No Shortage,3,4,OSCA_2024,4,Community and Personal Service Workers
471632,Waiter,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,Shortage,No Shortage,4,4,OSCA_2024,4,Community and Personal Service Workers
511131,Contract Administrator,No Shortage,No Shortage,No Shortage,No Shortage,Shortage,Shortage,No Shortage,No Shortage,No Shortage,2,5,OSCA_2024,5,Clerical and Administrative Workers
511231,Program Or Project Administrator,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,Shortage,No Shortage,Shortage,No Shortage,2,5,OSCA_2024,5,Clerical and Administrative Workers
521131,Conveyancer,Shortage,Shortage,Shortage,Shortage,Shortage,Shortage,Shortage,Shortage,Shortage,2,5,OSCA_2024,5,Clerical and Administrative Workers
521231,Clerk Of Court,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,3,5,OSCA_2024,5,Clerical and Administrative Workers
521232,Court Bailiff Or Sheriff,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,3,5,OSCA_2024,5,Clerical and Administrative Workers
521233,Court Orderly,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,3,5,OSCA_2024,5,Clerical and Administrative Workers
521234,Law Clerk,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,3,5,OSCA_2024,5,Clerical and Administrative Workers
521235,Legal Secretary,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,3,5,OSCA_2024,5,Clerical and Administrative Workers
521236,Trust Officer,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,3,5,OSCA_2024,5,Clerical and Administrative Workers
522131,Secretary (General),No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,3,5,OSCA_2024,5,Clerical and Administrative Workers
522231,Executive Assistant,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,2,5,OSCA_2024,5,Clerical and Administrative Workers
531131,Bank Officer,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,3,5,OSCA_2024,5,Clerical and Administrative Workers
531231,Credit Or Loans Officer,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,3,5,OSCA_2024,5,Clerical and Administrative Workers
531331,Business Broker,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,3,5,OSCA_2024,5,Clerical and Administrative Workers
531332,Commodities Trader,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,2,5,OSCA_2024,5,Clerical and Administrative Workers
531333,Finance Broker,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,2,5,OSCA_2024,5,Clerical and Administrative Workers
531334,Insurance Broker,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,2,5,OSCA_2024,5,Clerical and Administrative Workers
531399,Financial And Insurance Brokers NEC,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,2,5,OSCA_2024,5,Clerical and Administrative Workers
531431,Insurance Consultant,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,4,5,OSCA_2024,5,Clerical and Administrative Workers
531531,Insurance Investigator,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,3,5,OSCA_2024,5,Clerical and Administrative Workers
531532,Insurance Loss Adjuster,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,3,5,OSCA_2024,5,Clerical and Administrative Workers
531533,Insurance Risk Surveyor,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,2,5,OSCA_2024,5,Clerical and Administrative Workers
531931,Investment Administrator,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,2,5,OSCA_2024,5,Clerical and Administrative Workers
